id,prompt,summary,code,generated_code,generated_code_3
62b45665d7d32e5b55cc8365,"def parse_arguments(*unparsed_arguments):
""""""
Given command-line arguments with which this script was invoked, parse the arguments and return
them as a dict mapping from subparser name (or ""global"") to an argparse.Namespace instance.
""""""",Parses parameters and returns them as dict maps,"def parse_arguments(*unparsed_arguments):
","def parse_arguments(*unparsed_arguments):
    """"""
    Given command-line arguments with which this script was invoked, parse the arguments and return
    them as a dict mapping from subparser name (or ""global"") to an argparse.Namespace instance.
    """"""
    import argparse

    # Create main parser
    parser = argparse.ArgumentParser(description='Command line argument parser')
    
    # Add global arguments that apply to all subcommands
    parser.add_argument('--verbose', action='store_true', help='Enable verbose output')
    parser.add_argument('--config', type=str, help='Path to config file')
    
    # Create subparsers
    subparsers = parser.add_subparsers(dest='command')
    
    # Add subparser for different commands
    run_parser = subparsers.add_parser('run')
    run_parser.add_argument('--input', type=str, required=True, help='Input file path')
    run_parser.add_argument('--output', type=str, required=True, help='Output file path')
    
    test_parser = subparsers.add_parser('test')
    test_parser.add_argument('--test-file', type=str, required=True, help='Test file path')
    
    # Parse arguments
    args = parser.parse_args(unparsed_arguments if unparsed_arguments else None)
    
    # Create dict to store parsed arguments
    parsed_args = {}
    
    # Store global arguments
    parsed_args['global'] = argparse.Namespace(
        verbose=args.verbose,
        config=args.config
    )
    
    # Store command-specific arguments
    if args.command == 'run':
        parsed_args['run'] = argparse.Namespace(
            input=args.input,
            output=args.output
        )
    elif args.command == 'test':
        parsed_args['test'] = argparse.Namespace(
            test_file=args.test_file
        )
        
    return parsed_args",
62b45665d7d32e5b55cc8364,"def parse_subparser_arguments(unparsed_arguments, subparsers):
""""""
Given a sequence of arguments and a dict from subparser name to argparse.ArgumentParser
instance, give each requested action's subparser a shot at parsing all arguments. This allows
common arguments like ""--repository"" to be shared across multiple subparsers.

Return the result as a tuple of (a dict mapping from subparser name to a parsed namespace of
arguments, a list of remaining arguments not claimed by any subparser).
""""""","Given a sequence of arguments and a dict from subparser name to argparse.ArgumentParser
instance, give each requested action's subparser a shot at parsing all arguments. This allows
common arguments like ""--repository"" to be shared across multiple subparsers.

Return the result as a tuple of (a dict mapping from subparser name to a parsed namespace of
arguments, a list of remaining arguments not claimed by any subparser).","def parse_subparser_arguments(unparsed_arguments, subparsers):
","def parse_subparser_arguments(unparsed_arguments, subparsers):
    """"""
    Given a sequence of arguments and a dict from subparser name to argparse.ArgumentParser
    instance, give each requested action's subparser a shot at parsing all arguments. This allows
    common arguments like ""--repository"" to be shared across multiple subparsers.

    Return the result as a tuple of (a dict mapping from subparser name to a parsed namespace of
    arguments, a list of remaining arguments not claimed by any subparser).
    """"""
    parsed_args = {}
    remaining_args = list(unparsed_arguments)
    
    # Try parsing with each subparser
    for name, subparser in subparsers.items():
        try:
            # Parse known args, allowing unknown ones to remain
            parsed, unknown = subparser.parse_known_args(remaining_args)
            if parsed:
                parsed_args[name] = parsed
                # Update remaining args to only those that weren't parsed
                remaining_args = unknown
        except:
            # If parsing fails, continue to next subparser
            continue
            
    return parsed_args, remaining_args",
62b45665d7d32e5b55cc8363,"def make_parsers():
""""""
Build a top-level parser and its subparsers and return them as a tuple.
""""""",Build a parser and its subparsers and return them as a tuple.,"def make_parsers():
","def make_parsers():
    """"""
    Build a top-level parser and its subparsers and return them as a tuple.
    """"""
    import argparse
    
    # Create the top-level parser
    parser = argparse.ArgumentParser(description='Command line tool')
    subparsers = parser.add_subparsers(dest='command', help='Available commands')
    
    # Create subparsers for different commands
    # Add command
    add_parser = subparsers.add_parser('add', help='Add a new item')
    add_parser.add_argument('item', help='Item to add')
    
    # Remove command  
    remove_parser = subparsers.add_parser('remove', help='Remove an item')
    remove_parser.add_argument('item', help='Item to remove')
    
    # List command
    list_parser = subparsers.add_parser('list', help='List all items')
    
    return parser, subparsers",
62b438ba66fea644fe22cca2,"def deep_merge_nodes(nodes):
""""""
Given a nested borgmatic configuration data structure as a list of tuples in the form of:

    (
        ruamel.yaml.nodes.ScalarNode as a key,
        ruamel.yaml.nodes.MappingNode or other Node as a value,
    ),

... deep merge any node values corresponding to duplicate keys and return the result. If
there are colliding keys with non-MappingNode values (e.g., integers or strings), the last
of the values wins.

For instance, given node values of:

    [
        (
            ScalarNode(tag='tag:yaml.org,2002:str', value='retention'),
            MappingNode(tag='tag:yaml.org,2002:map', value=[
                (
                    ScalarNode(tag='tag:yaml.org,2002:str', value='keep_hourly'),
                    ScalarNode(tag='tag:yaml.org,2002:int', value='24')
                ),
                (
                    ScalarNode(tag='tag:yaml.org,2002:str', value='keep_daily'),
                    ScalarNode(tag='tag:yaml.org,2002:int', value='7')
                ),
            ]),
        ),
        (
            ScalarNode(tag='tag:yaml.org,2002:str', value='retention'),
            MappingNode(tag='tag:yaml.org,2002:map', value=[
                (
                    ScalarNode(tag='tag:yaml.org,2002:str', value='keep_daily'),
                    ScalarNode(tag='tag:yaml.org,2002:int', value='5')
                ),
            ]),
        ),
    ]

... the returned result would be:

    [
        (
            ScalarNode(tag='tag:yaml.org,2002:str', value='retention'),
            MappingNode(tag='tag:yaml.org,2002:map', value=[
                (
                    ScalarNode(tag='tag:yaml.org,2002:str', value='keep_hourly'),
                    ScalarNode(tag='tag:yaml.org,2002:int', value='24')
                ),
                (
                    ScalarNode(tag='tag:yaml.org,2002:str', value='keep_daily'),
                    ScalarNode(tag='tag:yaml.org,2002:int', value='5')
                ),
            ]),
        ),
    ]

The purpose of deep merging like this is to support, for instance, merging one borgmatic
configuration file into another for reuse, such that a configuration section (""retention"",
etc.) does not completely replace the corresponding section in a merged file.
""""""","merge any node values corresponding to duplicate keys and return the result. If there are colliding keys with non-MappingNode values, the last of the values remains.","def deep_merge_nodes(nodes):
","def deep_merge_nodes(nodes):
    merged = {}
    
    # Iterate through nodes in reverse order so last value wins for non-mapping collisions
    for key_node, value_node in reversed(nodes):
        key = key_node.value
        
        if key not in merged:
            # First time seeing this key, just store the value
            merged[key] = (key_node, value_node)
            continue
            
        # Key exists, need to merge
        existing_value_node = merged[key][1]
        
        # If both are mapping nodes, do deep merge
        if (hasattr(value_node, 'tag') and 'map' in value_node.tag and
            hasattr(existing_value_node, 'tag') and 'map' in existing_value_node.tag):
            
            # Convert mapping node values to dict for easier lookup
            existing_dict = {k.value: (k,v) for k,v in existing_value_node.value}
            new_dict = {k.value: (k,v) for k,v in value_node.value}
            
            # Merge new values into existing
            for new_key, new_pair in new_dict.items():
                if new_key not in existing_dict:
                    existing_dict[new_key] = new_pair
            
            # Convert back to list of tuples
            merged_value = list(existing_dict.values())
            
            # Create new mapping node with merged values
            merged[key] = (key_node, type(value_node)(tag=value_node.tag, value=merged_value))
            
        else:
            # For non-mapping nodes, just keep existing value since we're iterating in reverse
            continue
            
    # Convert merged dict back to list of tuples
    return list(merged.values())",
62b438b666fea644fe22cc78,"def parse_arguments(*arguments):
""""""
Given command-line arguments with which this script was invoked, parse the arguments and return
them as an ArgumentParser instance.
""""""","Given command-line arguments with which this script was invoked, parse the arguments and return  them as an ArgumentParser instance","def parse_arguments(*arguments):
","def parse_arguments(*arguments):
    """"""
    Given command-line arguments with which this script was invoked, parse the arguments and return
    them as an ArgumentParser instance.
    """"""
    import argparse
    
    parser = argparse.ArgumentParser(description='Parse command line arguments')
    
    # Add arguments
    parser.add_argument('--input', '-i', type=str, help='Input file path')
    parser.add_argument('--output', '-o', type=str, help='Output file path')
    parser.add_argument('--verbose', '-v', action='store_true', help='Increase output verbosity')
    parser.add_argument('--version', action='version', version='%(prog)s 1.0')
    
    # Parse arguments
    if len(arguments) > 0:
        args = parser.parse_args(arguments)
    else:
        args = parser.parse_args()
        
    return args",
62b438b666fea644fe22cc72,"def parser_flags(parser):
""""""
Given an argparse.ArgumentParser instance, return its argument flags in a space-separated
string.
""""""","Given an argparse.ArgumentParser instance, return its argument flags in a space-separated
string.","def parser_flags(parser):
","def parser_flags(parser):
    """"""
    Given an argparse.ArgumentParser instance, return its argument flags in a space-separated
    string.
    """"""
    flags = []
    for action in parser._actions:
        flags.extend(action.option_strings)
    return ' '.join(sorted(flags))",
62b438b566fea644fe22cc70,"def bash_completion():
""""""
Return a bash completion script for the borgmatic command. Produce this by introspecting
borgmatic's command-line argument parsers.
""""""",Produce the borgmatic command by introspecting borgmatic's command-line argument parsers.,"def bash_completion():
","def bash_completion():
    """"""
    Return a bash completion script for the borgmatic command. Produce this by introspecting
    borgmatic's command-line argument parsers.
    """"""
    return '''
_borgmatic()
{
    local cur prev opts
    COMPREPLY=()
    cur=""${COMP_WORDS[COMP_CWORD]}""
    prev=""${COMP_WORDS[COMP_CWORD-1]}""
    
    # List of all borgmatic commands
    opts=""init create prune check list info export-tar extract mount umount rcreate rlist rinfo rdelete config validate generate-key""
    
    # List of options that take values
    value_opts=""-c --config --repository --archive --encryption --ssh-command --remote-path --exclude --patterns --glob-archives""
    
    # Handle option completion
    if [[ ${cur} == -* ]]; then
        COMPREPLY=( $(compgen -W ""--help --verbosity --config --repository --archive --encryption --ssh-command --remote-path --exclude --patterns --glob-archives"" -- ${cur}) )
        return 0
    fi
    
    # Handle command completion
    if [[ ${COMP_CWORD} -eq 1 ]]; then
        COMPREPLY=( $(compgen -W ""${opts}"" -- ${cur}) )
        return 0
    fi
    
    # Handle value completion for specific options
    case ""${prev}"" in
        -c|--config)
            COMPREPLY=( $(compgen -f -- ${cur}) )
            return 0
            ;;
        --repository)
            COMPREPLY=( $(compgen -f -- ${cur}) )
            return 0
            ;;
        --archive)
            COMPREPLY=( $(compgen -f -- ${cur}) )
            return 0
            ;;
        *)
            ;;
    esac
    
    COMPREPLY=( $(compgen -W ""${opts}"" -- ${cur}) )
    return 0
}

complete -F _borgmatic borgmatic
'''",
62b438a266fea644fe22cc2e,"def parse_arguments(*unparsed_arguments):
""""""
Given command-line arguments with which this script was invoked, parse the arguments and return
them as a dict mapping from subparser name (or ""global"") to an argparse.Namespace instance.
""""""","Given command-line arguments with which this script was invoked, parse the arguments and return
them as a dict mapping from subparser name (or ""global"") to an argparse.Namespace instance.","def parse_arguments(*unparsed_arguments):
","def parse_arguments(*unparsed_arguments):
    """"""
    Given command-line arguments with which this script was invoked, parse the arguments and return
    them as a dict mapping from subparser name (or ""global"") to an argparse.Namespace instance.
    """"""
    import argparse

    # Create main parser
    parser = argparse.ArgumentParser(description='Command line argument parser')
    
    # Add global arguments that apply to all subcommands
    parser.add_argument('--verbose', action='store_true', help='Enable verbose output')
    parser.add_argument('--config', type=str, help='Path to config file')
    
    # Create subparsers
    subparsers = parser.add_subparsers(dest='command')
    
    # Add subparser for 'run' command
    run_parser = subparsers.add_parser('run', help='Run the application')
    run_parser.add_argument('--input', type=str, required=True, help='Input file path')
    run_parser.add_argument('--output', type=str, required=True, help='Output file path')
    
    # Add subparser for 'init' command  
    init_parser = subparsers.add_parser('init', help='Initialize configuration')
    init_parser.add_argument('--force', action='store_true', help='Force initialization')
    
    # Parse arguments
    args = parser.parse_args(unparsed_arguments if unparsed_arguments else None)
    
    # Create dict to store parsed arguments
    parsed_args = {}
    
    # Store global arguments
    parsed_args['global'] = argparse.Namespace(
        verbose=args.verbose,
        config=args.config
    )
    
    # Store command-specific arguments if a command was specified
    if args.command:
        command_args = vars(args).copy()
        del command_args['verbose']
        del command_args['config']
        parsed_args[args.command] = argparse.Namespace(**command_args)
    
    return parsed_args",
62b438a266fea644fe22cc2d,"def parse_subparser_arguments(unparsed_arguments, subparsers):
""""""
Given a sequence of arguments and a dict from subparser name to argparse.ArgumentParser
instance, give each requested action's subparser a shot at parsing all arguments. This allows
common arguments like ""--repository"" to be shared across multiple subparsers.

Return the result as a tuple of (a dict mapping from subparser name to a parsed namespace of
arguments, a list of remaining arguments not claimed by any subparser).
""""""","Given a sequence of arguments and a dict from subparser name to argparse.ArgumentParser
instance, give each requested action's subparser a shot at parsing all arguments. This allows
common arguments like ""--repository"" to be shared across multiple subparsers.

Return the result as a tuple of (a dict mapping from subparser name to a parsed namespace of
arguments, a list of remaining arguments not claimed by any subparser).","def parse_subparser_arguments(unparsed_arguments, subparsers):
","def parse_subparser_arguments(unparsed_arguments, subparsers):
    """"""
    Given a sequence of arguments and a dict from subparser name to argparse.ArgumentParser
    instance, give each requested action's subparser a shot at parsing all arguments. This allows
    common arguments like ""--repository"" to be shared across multiple subparsers.

    Return the result as a tuple of (a dict mapping from subparser name to a parsed namespace of
    arguments, a list of remaining arguments not claimed by any subparser).
    """"""
    parsed_args = {}
    remaining_args = list(unparsed_arguments)
    
    # Try parsing with each subparser
    for name, subparser in subparsers.items():
        try:
            # Parse known args, allowing unknown ones
            parsed, unknown = subparser.parse_known_args(remaining_args)
            if parsed:
                parsed_args[name] = parsed
                # Update remaining args to only those that weren't parsed
                remaining_args = unknown
        except:
            # If parsing fails, continue to next subparser
            continue
            
    return parsed_args, remaining_args",
62b438a266fea644fe22cc2c,"def make_parsers():
""""""
Build a top-level parser and its subparsers and return them as a tuple.
""""""",Build a top-level parser and its subparsers and return them as a tuple.,"def make_parsers():
","def make_parsers():
    """"""
    Build a top-level parser and its subparsers and return them as a tuple.
    """"""
    import argparse
    
    # Create the top-level parser
    parser = argparse.ArgumentParser(description='Command line tool')
    subparsers = parser.add_subparsers(dest='command', help='Available commands')
    
    # Create subparsers for different commands
    # Add command
    add_parser = subparsers.add_parser('add', help='Add something')
    add_parser.add_argument('item', help='Item to add')
    
    # Remove command  
    remove_parser = subparsers.add_parser('remove', help='Remove something')
    remove_parser.add_argument('item', help='Item to remove')
    
    # List command
    list_parser = subparsers.add_parser('list', help='List items')
    
    return parser, subparsers",
62ece4982e6aefcf4aabbd5f,"def paging(response, max_results):
""""""
Returns WAPI response page by page

Args:
    response (list): WAPI response.
    max_results (int): Maximum number of objects to be returned in one page.
Returns:
    Generator object with WAPI response split page by page.
""""""","Return every response with the length of max_results
    Args:
    response (list): WAPI response.
    max_results (int): Maximum number of objects to be returned in one page.
    Returns:
        Generator object with WAPI response split page by page.","def paging(response, max_results):
","def paging(response, max_results):
    """"""
    Returns WAPI response page by page

    Args:
        response (list): WAPI response.
        max_results (int): Maximum number of objects to be returned in one page.
    Returns:
        Generator object with WAPI response split page by page.
    """"""
    for i in range(0, len(response), max_results):
        yield response[i:i + max_results]",
62ece4982e6aefcf4aabbd60,"def size_to_bytes(size: str) -> int:
""""""
Convert human readable file size to bytes.

Resulting value is an approximation as input value is in most case rounded.

Args:
    size: A string representing a human readable file size (eg: '500K')

Returns:
    A decimal representation of file size

    Examples::

        >>> size_to_bytes(""500"")
        500
        >>> size_to_bytes(""1K"")
        1000
""""""","Convert human readable file size to bytes

    Args:
            size: str, a string representing a human readable file size (eg: '500K')
    Returns:
            int: file size in bytes","def size_to_bytes(size: str) -> int:
","def size_to_bytes(size: str) -> int:
    """"""
    Convert human readable file size to bytes.

    Resulting value is an approximation as input value is in most case rounded.

    Args:
        size: A string representing a human readable file size (eg: '500K')

    Returns:
        A decimal representation of file size

        Examples::

            >>> size_to_bytes(""500"")
            500
            >>> size_to_bytes(""1K"")
            1000
    """"""
    units = {
        'K': 1000,
        'M': 1000000,
        'G': 1000000000,
        'T': 1000000000000,
    }

    if size[-1].upper() in units:
        number = float(size[:-1])
        unit = size[-1].upper()
        return int(number * units[unit])
    else:
        return int(size)",
62ece4982e6aefcf4aabbd61,"def _dictsum(dicts):
""""""
Combine values of the dictionaries supplied by iterable dicts.

>>> _dictsum([{'a': 1, 'b': 2}, {'a': 5, 'b': 0}])
{'a': 6, 'b': 2}
""""""","Sum values with the same key in the dictionaries. And return a new dictionary.
    Example:
        given two dictionaries: dict1: {'a': 1, 'b': 2}, dict2: {'a': 5, 'b': 0}
        return a dictionary: dic:{'a': 6, 'b': 2}
    Returns: dict","def _dictsum(dicts):
","def _dictsum(dicts):
    """"""
    Combine values of the dictionaries supplied by iterable dicts.

    >>> _dictsum([{'a': 1, 'b': 2}, {'a': 5, 'b': 0}])
    {'a': 6, 'b': 2}
    """"""
    result = {}
    for d in dicts:
        for key, value in d.items():
            if key in result:
                result[key] += value
            else:
                result[key] = value
    return result",
62ece4982e6aefcf4aabbd62,"def _replace_url_args(url, url_args):
""""""
Replace any custom string URL items with values in args
""""""","Replace the value in url with the value in url_args
    If url_args has a value, iterate over the keys and values from url_args.
    Then replace the keys of the first parameter with values.
    Returns: the modified url.","def _replace_url_args(url, url_args):
","def _replace_url_args(url, url_args):
    """"""
    Replace any custom string URL items with values in args
    """"""
    if not url_args:
        return url
        
    # Replace any {arg} in URL with corresponding value from url_args
    for key, value in url_args.items():
        placeholder = '{' + key + '}'
        if placeholder in url:
            url = url.replace(placeholder, str(value))
            
    return url",
62ece4982e6aefcf4aabbd63,"def is_none_string(val: any) -> bool:
""""""
Check if a string represents a None value.
""""""","Check if a string represents a None value.
    Returns:
        Return True if the type of val is string and the lowercase of val is equal to 'none', otherwise return False","def is_none_string(val: any) -> bool:
","def is_none_string(val: any) -> bool:
    """"""
    Check if a string represents a None value.
    """"""
    if isinstance(val, str):
        return val.lower() in ('none', 'null', '')
    return val is None",
62ece4982e6aefcf4aabbd65,"def parser_flags(parser):
""""""
Given an argparse.ArgumentParser instance, return its argument flags in a space-separated
string.
""""""","Given an argparse.ArgumentParser instance, return its argument flags in a space-separated string.
    Args:
        script: argparse.ArgumentParser instance

    Returns:
        argument flags in a space-separated string","def parser_flags(parser):
","def parser_flags(parser):
    """"""
    Given an argparse.ArgumentParser instance, return its argument flags in a space-separated
    string.
    """"""
    flags = []
    for action in parser._actions:
        flags.extend(action.option_strings)
    return ' '.join(sorted(flags))",
62ece4982e6aefcf4aabbd66,"def was_processed(processed, path_name, verbose):
""""""
Check if a file or directory has already been processed.

To prevent recursion, expand the path name to an absolution path
call this function with a set that will store all the entries and
the entry to test. If the entry is already in the set, report the issue
and return ``True``. Otherwise, add the entry to the set and return
``False`` to allow the path to be processed.

Args:
    processed: Set to store processed pathnames
    path_name: Path to a directory or file
    verbose: True if verbose output is requested

Returns:
    True if it's already in the set. False if not.
""""""","Check if a file or directory has already been processed.

    To prevent recursion, expand the path name to an absolution path
    call this function with a set that will store all the entries and
    the entry to test. If the entry is already in the set, report the issue
    and return ``True``. Otherwise, add the entry to the set and return
    ``False`` to allow the path to be processed.

    Args:
        processed: Set to store processed pathnames
        path_name: Path to a directory or file
        verbose: True if verbose output is requested

    Returns:
        True if it's already in the set. False if not.","def was_processed(processed, path_name, verbose):
","def was_processed(processed, path_name, verbose):
    """"""
    Check if a file or directory has already been processed.

    To prevent recursion, expand the path name to an absolution path
    call this function with a set that will store all the entries and
    the entry to test. If the entry is already in the set, report the issue
    and return ``True``. Otherwise, add the entry to the set and return
    ``False`` to allow the path to be processed.

    Args:
        processed: Set to store processed pathnames
        path_name: Path to a directory or file
        verbose: True if verbose output is requested

    Returns:
        True if it's already in the set. False if not.
    """"""
    import os
    
    # Get absolute path
    abs_path = os.path.abspath(path_name)
    
    # Check if path already processed
    if abs_path in processed:
        if verbose:
            print(f""Already processed: {abs_path}"")
        return True
        
    # Add path to processed set
    processed.add(abs_path)
    return False",
62ece4982e6aefcf4aabbd67,"def vertex3tuple(vertices):
""""""
return 3 points for each vertex of the polygon. This will include the vertex and the 2 points on both sides of the vertex::

polygon with vertices ABCD
Will return
DAB, ABC, BCD, CDA -> returns 3tuples
#A    B    C    D  -> of vertices
""""""","Get 3 points for each vertex of the polygon.
    This will include the vertex and the 2 points on both sides of the vertex
    If the subscript is out of bounds, take the value of index as 0
    Args:
        vertices: vertices to be converted

    Returns:
        A list where the elements of vertices represented by tuple","def vertex3tuple(vertices):
","def vertex3tuple(vertices):
    # Create list to store 3-tuples
    result = []
    
    # Get length of vertices list
    n = len(vertices)
    
    # Iterate through each vertex
    for i in range(n):
        # Get previous vertex (wrap around to end if at start)
        prev = vertices[(i-1) % n]
        # Get current vertex
        curr = vertices[i]
        # Get next vertex (wrap around to start if at end) 
        next = vertices[(i+1) % n]
        
        # Add tuple of (prev, curr, next) vertices
        result.append((prev, curr, next))
        
    return result",
62ece4982e6aefcf4aabbd68,"def int_to_string(number: int, alphabet: List[str], padding: Optional[int] = None) -> str:
""""""
Convert a number to a string, using the given alphabet.

The output has the most significant digit first.
""""""","Convert a number to a string, using the given alphabet.
    The number represents a short uuid.
    The output has the most significant digit first.
    @param number: Int value
    @param alphabet : List with letters
    @param padding : Optional with int value
    @return  string value corresponded to int","def int_to_string(number: int, alphabet: List[str], padding: Optional[int] = None) -> str:
","def int_to_string(number: int, alphabet: List[str], padding: Optional[int] = None) -> str:
    # Handle negative numbers
    if number < 0:
        raise ValueError(""Negative numbers are not supported"")
        
    # Handle zero case
    if number == 0:
        result = alphabet[0]
        if padding:
            result = alphabet[0] * padding
        return result
        
    # Convert number to string using the alphabet
    base = len(alphabet)
    result = []
    
    while number > 0:
        number, remainder = divmod(number, base)
        result.append(alphabet[remainder])
    
    # Reverse to get most significant digit first
    result.reverse()
    
    # Add padding if needed
    if padding:
        while len(result) < padding:
            result.insert(0, alphabet[0])
            
    return ''.join(result)",
62ece4982e6aefcf4aabbd69,"def _replace_register(flow_params, register_number, register_value):
""""""
Replace value from flows to given register number

'register_value' key in dictionary will be replaced by register number
given by 'register_number'

:param flow_params: Dictionary containing defined flows
:param register_number: The number of register where value will be stored
:param register_value: Key to be replaced by register number
""""""",Replace the value of flow_params[register_number] with flow_params[register_value] and delete flow_params[register_value],"def _replace_register(flow_params, register_number, register_value):
","def _replace_register(flow_params, register_number, register_value):
    """"""
    Replace value from flows to given register number

    'register_value' key in dictionary will be replaced by register number
    given by 'register_number'

    :param flow_params: Dictionary containing defined flows
    :param register_number: The number of register where value will be stored
    :param register_value: Key to be replaced by register number
    """"""
    # Handle nested dictionaries recursively
    if isinstance(flow_params, dict):
        for key, value in flow_params.items():
            if key == register_value:
                flow_params[key] = register_number
            elif isinstance(value, (dict, list)):
                _replace_register(value, register_number, register_value)
                
    # Handle lists recursively
    elif isinstance(flow_params, list):
        for i, item in enumerate(flow_params):
            if isinstance(item, (dict, list)):
                _replace_register(item, register_number, register_value)
            elif item == register_value:
                flow_params[i] = register_number
                
    return flow_params",
62ece4982e6aefcf4aabbd6a,"def replace_dots(value, arg):
""""""
Replaces all values of '.' to arg from the given string
""""""","Replaces all values of '.' to arg from the given string
    Args:
        value: old string
        arg: new string to replace '.'
    Returns:
        str, the replaced string","def replace_dots(value, arg):
","def replace_dots(value, arg):
    """"""
    Replaces all values of '.' to arg from the given string
    """"""
    return value.replace('.', arg)",
62ece4982e6aefcf4aabbd6b,"def subclasses(cls):
""""""
Return all subclasses of a class, recursively
""""""","Return all subclasses of a class, recursively","def subclasses(cls):
","def subclasses(cls):
    """"""
    Return all subclasses of a class, recursively
    """"""
    subs = cls.__subclasses__()
    for sub in cls.__subclasses__():
        subs.extend(subclasses(sub))
    return subs",
62ece4982e6aefcf4aabbd6d,"def string_to_int(string: str, alphabet: List[str]) -> int:
""""""
Convert a string to a number, using the given alphabet.

The input is assumed to have the most significant digit first.
""""""","Convert a string to a number, using the given alphabet.
    :param string: a string consist of the letters in alphabet
    :param alphabet: list of letters
    :return: int, the corresponding number of the given string using the given transition rule.","def string_to_int(string: str, alphabet: List[str]) -> int:
","def string_to_int(string: str, alphabet: List[str]) -> int:
    """"""
    Convert a string to a number, using the given alphabet.
    
    The input is assumed to have the most significant digit first.
    """"""
    base = len(alphabet)
    result = 0
    
    # Create a mapping from characters to their values
    char_to_val = {char: i for i, char in enumerate(alphabet)}
    
    # Process each character from left to right
    for char in string:
        # Multiply current result by base and add new digit
        result = result * base + char_to_val[char]
        
    return result",
62ece4982e6aefcf4aabbd6f,"def get_repo_archive(url: str, destination_path: Path) -> Path:
""""""
Given an url and a destination path, retrieve and extract .tar.gz archive
which contains 'desc' file for each package.
Each .tar.gz archive corresponds to an Arch Linux repo ('core', 'extra', 'community').

Args:
    url: url of the .tar.gz archive to download
    destination_path: the path on disk where to extract archive

Returns:
    a directory Path where the archive has been extracted to.
""""""","Given an url and a destination path, retrieve and extract .tar.gz archive which contains 'desc' file for each package

        Args:
            url: url of the .tar.gz archive to download
            destination_path: the path on disk where to extract archive
        Returns:
                path where the archive is extracted to","def get_repo_archive(url: str, destination_path: Path) -> Path:
","def get_repo_archive(url: str, destination_path: Path) -> Path:
    import requests
    import tarfile
    import tempfile
    from pathlib import Path

    # Create destination directory if it doesn't exist
    destination_path.mkdir(parents=True, exist_ok=True)

    # Download the archive
    response = requests.get(url, stream=True)
    response.raise_for_status()

    # Create a temporary file to store the downloaded archive
    with tempfile.NamedTemporaryFile() as temp_file:
        # Write archive content to temporary file
        for chunk in response.iter_content(chunk_size=8192):
            temp_file.write(chunk)
        temp_file.flush()

        # Extract archive to destination path
        with tarfile.open(temp_file.name, 'r:gz') as tar:
            tar.extractall(path=destination_path)

    return destination_path",
62ece4982e6aefcf4aabbd70,"def os_is_mac():
""""""
Checks if the os is macOS

:return: True is macOS
:rtype: bool
""""""","Checks if the os is macOS

    :return: bool, True is macOS, otherwise False.","def os_is_mac():
","def os_is_mac():
    """"""
    Checks if the os is macOS

    :return: True is macOS
    :rtype: bool
    """"""
    import platform
    return platform.system() == 'Darwin'",
62ece4982e6aefcf4aabbd71,"def regex_dict(item):
""""""
Convert *.cpp keys to regex keys

Given a dict where the keys are all filenames with wildcards, convert only
the keys into equivalent regexes and leave the values intact.

Example:

rules = {
    '*.cpp':
        {'a': 'arf', 'b': 'bark', 'c': 'coo'},
    '*.h':
        {'h': 'help'}
}
regex_keys = regex_dict(rules)

Args:
    item: dict to convert
Returns:
    dict with keys converted to regexes
""""""","Convert *.cpp keys to regex keys.
Given a dict where the keys are all filenames with wildcards,
convert only the keys into equivalent regexes and leave the values intact.

Args:
    item: dict to convert
Returns:
    dict with keys converted to regexes","def regex_dict(item):
","def regex_dict(item):
    import re
    
    # Create new dict to store regex keys
    regex_keys = {}
    
    # Iterate through each key-value pair
    for key, value in item.items():
        # Convert wildcard pattern to regex pattern
        # Escape special regex chars
        regex_pattern = re.escape(key)
        # Replace \* with .* to match any chars
        regex_pattern = regex_pattern.replace(r'\*', '.*')
        # Add start and end anchors
        regex_pattern = f'^{regex_pattern}$'
        
        # Add converted key and original value to new dict
        regex_keys[regex_pattern] = value
        
    return regex_keys",
62ece4982e6aefcf4aabbd72,"def unquote(name):
""""""
Remove quote from the given name.
""""""","Remove quote from the given name with regular expression.
    Args:
        name: input name
    Returns:
        name after removal","def unquote(name):
","def unquote(name):
    """"""
    Remove quote from the given name.
    """"""
    if name.startswith('""') and name.endswith('""'):
        return name[1:-1]
    elif name.startswith(""'"") and name.endswith(""'""):
        return name[1:-1]
    return name",
