module,error_ids,error_messages,count
62ece4992e6aefcf4aabbd87,"missing-final-newline, missing-module-docstring, invalid-name","Final newline missing | Missing module docstring | Module name ""62ece4992e6aefcf4aabbd87"" doesn't conform to snake_case naming style",3
62ece4992e6aefcf4aabbd88,"line-too-long, missing-final-newline, missing-module-docstring, invalid-name","Line too long (103/100) | Final newline missing | Missing module docstring | Module name ""62ece4992e6aefcf4aabbd88"" doesn't conform to snake_case naming style",4
62ece4992e6aefcf4aabbd89,"missing-final-newline, missing-module-docstring, invalid-name, import-outside-toplevel","Final newline missing | Missing module docstring | Module name ""62ece4992e6aefcf4aabbd89"" doesn't conform to snake_case naming style | Import outside toplevel (math)",4
62ece4992e6aefcf4aabbd8a,"trailing-whitespace, trailing-whitespace, trailing-whitespace, trailing-whitespace, trailing-whitespace, trailing-whitespace, missing-final-newline, missing-module-docstring, invalid-name, broad-exception-caught, unspecified-encoding","Trailing whitespace | Trailing whitespace | Trailing whitespace | Trailing whitespace | Trailing whitespace | Trailing whitespace | Final newline missing | Missing module docstring | Module name ""62ece4992e6aefcf4aabbd8a"" doesn't conform to snake_case naming style | Catching too general exception Exception | Using open without explicitly specifying an encoding",11
62ece4992e6aefcf4aabbd8b,"line-too-long, missing-final-newline, missing-module-docstring, invalid-name","Line too long (108/100) | Final newline missing | Missing module docstring | Module name ""62ece4992e6aefcf4aabbd8b"" doesn't conform to snake_case naming style",4
6305f9991d275c6667163c50,"missing-final-newline, missing-module-docstring, invalid-name","Final newline missing | Missing module docstring | Module name ""6305f9991d275c6667163c50"" doesn't conform to snake_case naming style",3
6306091073426c38ae68acac,"missing-final-newline, missing-module-docstring, invalid-name","Final newline missing | Missing module docstring | Module name ""6306091073426c38ae68acac"" doesn't conform to snake_case naming style",3
6306091a73426c38ae68acc8,"trailing-whitespace, trailing-whitespace, trailing-whitespace, missing-final-newline, missing-module-docstring, invalid-name, import-outside-toplevel","Trailing whitespace | Trailing whitespace | Trailing whitespace | Final newline missing | Missing module docstring | Module name ""6306091a73426c38ae68acc8"" doesn't conform to snake_case naming style | Import outside toplevel (os)",7
6306091b73426c38ae68acd7,"missing-final-newline, missing-module-docstring, invalid-name","Final newline missing | Missing module docstring | Module name ""6306091b73426c38ae68acd7"" doesn't conform to snake_case naming style",3
6306091b73426c38ae68acd9,"missing-final-newline, missing-module-docstring, invalid-name","Final newline missing | Missing module docstring | Module name ""6306091b73426c38ae68acd9"" doesn't conform to snake_case naming style",3
6306091b73426c38ae68acda,"missing-final-newline, missing-module-docstring, invalid-name, missing-class-docstring, missing-function-docstring, missing-function-docstring, missing-function-docstring","Final newline missing | Missing module docstring | Module name ""6306091b73426c38ae68acda"" doesn't conform to snake_case naming style | Missing class docstring | Missing function or method docstring | Missing function or method docstring | Missing function or method docstring",7
6306091c73426c38ae68acdc,"missing-final-newline, missing-module-docstring, invalid-name, import-outside-toplevel, undefined-variable, raise-missing-from, undefined-variable, undefined-variable, unused-argument","Final newline missing | Missing module docstring | Module name ""6306091c73426c38ae68acdc"" doesn't conform to snake_case naming style | Import outside toplevel (yaml) | Undefined variable 'IRValidatorException' | Consider explicitly re-raising using 'raise IRValidatorException(f'YAML parsing error: {e}') from e' | Undefined variable 'IRValidatorException' | Undefined variable 'IRValidatorException' | Unused argument 'cls'",9
6306091c73426c38ae68acdd,"missing-final-newline, missing-module-docstring, invalid-name, missing-class-docstring, unspecified-encoding","Final newline missing | Missing module docstring | Module name ""6306091c73426c38ae68acdd"" doesn't conform to snake_case naming style | Missing class docstring | Using open without explicitly specifying an encoding",5
6306091d73426c38ae68ace5,"missing-final-newline, missing-module-docstring, invalid-name","Final newline missing | Missing module docstring | Module name ""6306091d73426c38ae68ace5"" doesn't conform to snake_case naming style",3
6306092373426c38ae68acfa,"trailing-whitespace, trailing-whitespace, missing-final-newline, missing-module-docstring, invalid-name","Trailing whitespace | Trailing whitespace | Final newline missing | Missing module docstring | Module name ""6306092373426c38ae68acfa"" doesn't conform to snake_case naming style",5
6306092973426c38ae68ad01,"missing-final-newline, missing-module-docstring, invalid-name, unused-argument","Final newline missing | Missing module docstring | Module name ""6306092973426c38ae68ad01"" doesn't conform to snake_case naming style | Unused argument 'self'",4
6306092c73426c38ae68ad02,"trailing-whitespace, missing-final-newline, missing-module-docstring, invalid-name, unused-argument","Trailing whitespace | Final newline missing | Missing module docstring | Module name ""6306092c73426c38ae68ad02"" doesn't conform to snake_case naming style | Unused argument 'self'",5
6306092d73426c38ae68ad04,"trailing-whitespace, missing-final-newline, missing-module-docstring, invalid-name, unused-argument","Trailing whitespace | Final newline missing | Missing module docstring | Module name ""6306092d73426c38ae68ad04"" doesn't conform to snake_case naming style | Unused argument 'self'",5
6306092d73426c38ae68ad05,"missing-final-newline, missing-module-docstring, invalid-name, unused-argument","Final newline missing | Missing module docstring | Module name ""6306092d73426c38ae68ad05"" doesn't conform to snake_case naming style | Unused argument 'self'",4
6306092d73426c38ae68ad06,"missing-final-newline, missing-module-docstring, invalid-name, unused-argument","Final newline missing | Missing module docstring | Module name ""6306092d73426c38ae68ad06"" doesn't conform to snake_case naming style | Unused argument 'self'",4
6306092d73426c38ae68ad07,"trailing-whitespace, missing-final-newline, missing-module-docstring, invalid-name","Trailing whitespace | Final newline missing | Missing module docstring | Module name ""6306092d73426c38ae68ad07"" doesn't conform to snake_case naming style",4
6306092d73426c38ae68ad08,"trailing-whitespace, trailing-whitespace, missing-final-newline, missing-module-docstring, invalid-name, unused-argument, unused-argument","Trailing whitespace | Trailing whitespace | Final newline missing | Missing module docstring | Module name ""6306092d73426c38ae68ad08"" doesn't conform to snake_case naming style | Unused argument 'self' | Unused argument 'command_name'",7
6306092e73426c38ae68ad09,"trailing-whitespace, trailing-whitespace, missing-final-newline, missing-module-docstring, invalid-name, unused-argument","Trailing whitespace | Trailing whitespace | Final newline missing | Missing module docstring | Module name ""6306092e73426c38ae68ad09"" doesn't conform to snake_case naming style | Unused argument 'self'",6
6306092e73426c38ae68ad0a,"missing-final-newline, missing-module-docstring, invalid-name","Final newline missing | Missing module docstring | Module name ""6306092e73426c38ae68ad0a"" doesn't conform to snake_case naming style",3
6306092e73426c38ae68ad0b,"superfluous-parens, missing-final-newline, missing-module-docstring, invalid-name","Unnecessary parens after 'not' keyword | Final newline missing | Missing module docstring | Module name ""6306092e73426c38ae68ad0b"" doesn't conform to snake_case naming style",4
6306092e73426c38ae68ad0d,"trailing-whitespace, missing-final-newline, missing-module-docstring, invalid-name, unused-argument","Trailing whitespace | Final newline missing | Missing module docstring | Module name ""6306092e73426c38ae68ad0d"" doesn't conform to snake_case naming style | Unused argument 'self'",5
6306092e73426c38ae68ad0f,"missing-final-newline, missing-module-docstring, invalid-name, unused-argument","Final newline missing | Missing module docstring | Module name ""6306092e73426c38ae68ad0f"" doesn't conform to snake_case naming style | Unused argument 'self'",4
6306092e73426c38ae68ad11,"trailing-whitespace, trailing-whitespace, missing-final-newline, missing-module-docstring, invalid-name","Trailing whitespace | Trailing whitespace | Final newline missing | Missing module docstring | Module name ""6306092e73426c38ae68ad11"" doesn't conform to snake_case naming style",5
6306092f73426c38ae68ad13,"line-too-long, line-too-long, line-too-long, missing-final-newline, missing-module-docstring, invalid-name, too-many-arguments, too-many-positional-arguments, import-outside-toplevel, import-outside-toplevel, f-string-without-interpolation, subprocess-run-check, unused-argument","Line too long (104/100) | Line too long (120/100) | Line too long (103/100) | Final newline missing | Missing module docstring | Module name ""6306092f73426c38ae68ad13"" doesn't conform to snake_case naming style | Too many arguments (6/5) | Too many positional arguments (6/5) | Import outside toplevel (subprocess) | Import outside toplevel (json) | Using an f-string that does not have any interpolated variables | 'subprocess.run' used without explicitly defining the value for 'check'. | Unused argument 'ir_plugin'",13
6306093273426c38ae68ad15,"missing-final-newline, missing-module-docstring, invalid-name, import-outside-toplevel, import-outside-toplevel, subprocess-run-check, unused-argument","Final newline missing | Missing module docstring | Module name ""6306093273426c38ae68ad15"" doesn't conform to snake_case naming style | Import outside toplevel (subprocess) | Import outside toplevel (json) | 'subprocess.run' used without explicitly defining the value for 'check'. | Unused argument 'ir_plugin'",7
63060ada73426c38ae68ad31,"missing-final-newline, missing-module-docstring, invalid-name, unused-argument, unused-argument","Final newline missing | Missing module docstring | Module name ""63060ada73426c38ae68ad31"" doesn't conform to snake_case naming style | Unused argument 'self' | Unused argument 'parser_name'",5
63060b1a73426c38ae68ad3e,"missing-final-newline, missing-module-docstring, invalid-name, unused-variable","Final newline missing | Missing module docstring | Module name ""63060b1a73426c38ae68ad3e"" doesn't conform to snake_case naming style | Unused variable 'dirs'",4
63060b1b73426c38ae68ad42,"missing-final-newline, missing-module-docstring, invalid-name, import-outside-toplevel, unused-argument","Final newline missing | Missing module docstring | Module name ""63060b1b73426c38ae68ad42"" doesn't conform to snake_case naming style | Import outside toplevel (os) | Unused argument 'self'",5
63060b1b73426c38ae68ad43,"trailing-whitespace, trailing-whitespace, missing-final-newline, missing-module-docstring, invalid-name, unused-argument","Trailing whitespace | Trailing whitespace | Final newline missing | Missing module docstring | Module name ""63060b1b73426c38ae68ad43"" doesn't conform to snake_case naming style | Unused argument 'self'",6
6306292052e177c0ba469f09,"missing-final-newline, missing-module-docstring, invalid-name, undefined-variable, no-else-return","Final newline missing | Missing module docstring | Module name ""6306292052e177c0ba469f09"" doesn't conform to snake_case naming style | Undefined variable 'RequestType' | Unnecessary ""elif"" after ""return"", remove the leading ""el"" from ""elif""",5
6306292152e177c0ba469f0d,"missing-final-newline, missing-module-docstring, invalid-name, undefined-variable, undefined-variable","Final newline missing | Missing module docstring | Module name ""6306292152e177c0ba469f0d"" doesn't conform to snake_case naming style | Undefined variable 'RequestType' | Undefined variable 'MatrixRequestType'",5
6306292252e177c0ba469f11,"missing-final-newline, missing-module-docstring, invalid-name","Final newline missing | Missing module docstring | Module name ""6306292252e177c0ba469f11"" doesn't conform to snake_case naming style",3
6306292352e177c0ba469f1d,syntax-error,"Parsing failed: 'unterminated string literal (detected at line 16) (6306292352e177c0ba469f1d, line 16)'",1
6306292352e177c0ba469f1e,"line-too-long, trailing-whitespace, trailing-whitespace, trailing-whitespace, missing-final-newline, missing-module-docstring, invalid-name, import-outside-toplevel","Line too long (108/100) | Trailing whitespace | Trailing whitespace | Trailing whitespace | Final newline missing | Missing module docstring | Module name ""6306292352e177c0ba469f1e"" doesn't conform to snake_case naming style | Import outside toplevel (re)",8
6306292652e177c0ba469f34,"missing-final-newline, missing-module-docstring, invalid-name, missing-timeout","Final newline missing | Missing module docstring | Module name ""6306292652e177c0ba469f34"" doesn't conform to snake_case naming style | Missing timeout argument for method 'requests.head' can cause your program to hang indefinitely",4
6306292a52e177c0ba469f41,"missing-final-newline, missing-module-docstring, invalid-name","Final newline missing | Missing module docstring | Module name ""6306292a52e177c0ba469f41"" doesn't conform to snake_case naming style",3
6306298b52e177c0ba469fdc,"line-too-long, missing-final-newline, missing-module-docstring, invalid-name","Line too long (101/100) | Final newline missing | Missing module docstring | Module name ""6306298b52e177c0ba469fdc"" doesn't conform to snake_case naming style",4
6306299052e177c0ba469fe8,"line-too-long, missing-final-newline, missing-module-docstring, invalid-name","Line too long (329/100) | Final newline missing | Missing module docstring | Module name ""6306299052e177c0ba469fe8"" doesn't conform to snake_case naming style",4
630629b952e177c0ba46a043,"missing-final-newline, missing-module-docstring, invalid-name, import-outside-toplevel, unused-import","Final newline missing | Missing module docstring | Module name ""630629b952e177c0ba46a043"" doesn't conform to snake_case naming style | Import outside toplevel (json) | Unused import json",5
630629d052e177c0ba46a0a1,"trailing-whitespace, trailing-whitespace, trailing-whitespace, missing-final-newline, missing-module-docstring, invalid-name, broad-exception-caught, unused-variable","Trailing whitespace | Trailing whitespace | Trailing whitespace | Final newline missing | Missing module docstring | Module name ""630629d052e177c0ba46a0a1"" doesn't conform to snake_case naming style | Catching too general exception Exception | Unused variable 'e'",8
630629e052e177c0ba46a0c4,"line-too-long, missing-final-newline, missing-module-docstring, invalid-name","Line too long (146/100) | Final newline missing | Missing module docstring | Module name ""630629e052e177c0ba46a0c4"" doesn't conform to snake_case naming style",4
630629e152e177c0ba46a0d1,"line-too-long, missing-final-newline, missing-module-docstring, invalid-name, missing-timeout","Line too long (109/100) | Final newline missing | Missing module docstring | Module name ""630629e152e177c0ba46a0d1"" doesn't conform to snake_case naming style | Missing timeout argument for method 'requests.get' can cause your program to hang indefinitely",5
630629e152e177c0ba46a0d2,"trailing-whitespace, missing-final-newline, missing-module-docstring, invalid-name, missing-timeout, no-else-return","Trailing whitespace | Final newline missing | Missing module docstring | Module name ""630629e152e177c0ba46a0d2"" doesn't conform to snake_case naming style | Missing timeout argument for method 'requests.get' can cause your program to hang indefinitely | Unnecessary ""else"" after ""return"", remove the ""else"" and de-indent the code inside it",6
630629e252e177c0ba46a0d6,"missing-final-newline, missing-module-docstring, invalid-name, import-outside-toplevel, import-error, import-outside-toplevel, missing-timeout","Final newline missing | Missing module docstring | Module name ""630629e252e177c0ba46a0d6"" doesn't conform to snake_case naming style | Import outside toplevel (requests) | Unable to import 'lxml' | Import outside toplevel (lxml.etree) | Missing timeout argument for method 'requests.get' can cause your program to hang indefinitely",7
630629e752e177c0ba46a0fb,"line-too-long, line-too-long, line-too-long, trailing-whitespace, missing-final-newline, missing-module-docstring, invalid-name, keyword-arg-before-vararg, broad-exception-caught, consider-using-f-string","Line too long (103/100) | Line too long (105/100) | Line too long (105/100) | Trailing whitespace | Final newline missing | Missing module docstring | Module name ""630629e752e177c0ba46a0fb"" doesn't conform to snake_case naming style | Keyword argument before variable positional arguments list in the definition of send_document function | Catching too general exception Exception | Formatting a regular string which could be an f-string",10
